ESG_Environmental,ESG_Governance,ProfitMargin,CarbonEmissions,InvestorType
0.129,0.131,0.5671428571428572,0.004832712278794383,3
0.14400000000000002,0.13699999999999998,0.49,0.004259610604185626,3
0.10800000000000001,0.134,0.49857142857142855,0.004228744707651721,3
0.125,0.813,0.37285714285714283,0.004167924201924213,2
0.14400000000000002,0.7909999999999999,0.4028571428571428,0.00419998071517882,3
0.145,0.788,0.39428571428571424,0.0044898443791241156,3
0.515,0.189,0.5328571428571428,0.07168484566377181,3
0.513,0.24100000000000002,0.52,0.0879728875296118,3
0.545,0.289,0.4214285714285714,0.08618924859114926,3
0.534,0.27899999999999997,0.48,0.08779986972275804,3
0.531,0.299,0.5414285714285714,0.0904882991171054,3
0.533,0.321,0.5599999999999999,0.09696651304098837,3
0.554,0.32799999999999996,0.54,0.10010487471113502,3
0.5710000000000001,0.317,0.49,0.1075210568837979,3
0.6020000000000001,0.309,0.5785714285714285,0.139415511552347,3
0.584,0.29600000000000004,0.4971428571428571,0.16466427749445972,3
0.303,0.284,0.5814285714285714,0.005867601879393842,3
0.34500000000000003,0.272,0.6428571428571428,0.005986208898323477,3
0.349,0.305,0.5528571428571428,0.0055990355949092655,3
0.353,0.295,0.4685714285714285,0.006285047752041044,3
0.355,0.275,0.47,0.007105746197010223,3
0.262,0.5820000000000001,0.42,0.012762277089384606,3
0.264,0.578,0.4057142857142857,0.014415678208972023,3
0.34500000000000003,0.853,0.4457142857142857,0.07097395536224975,3
0.35000000000000003,0.8540000000000001,0.39428571428571424,0.06729184240356013,3
0.42,0.856,0.6485714285714286,0.008265289009936285,3
0.439,0.893,0.6914285714285714,0.009015096233537887,3
0.731,0.20199999999999999,0.6571428571428571,0.005324680654754327,3
0.762,0.252,0.6528571428571428,0.005530128404566283,3
0.7590000000000001,0.24600000000000002,0.5714285714285714,0.005541838446889181,3
0.735,0.266,0.5785714285714285,0.005884600359879653,3
0.775,0.255,0.5457142857142857,0.0062618653945275,3
0.775,0.267,0.5342857142857143,0.0065957838581981575,3
0.805,0.319,0.20285714285714285,0.0002913048846845806,1
0.8270000000000001,0.306,0.2014285714285714,0.0003123437358889755,1
0.8300000000000001,0.30100000000000005,0.2057142857142857,0.00033773695573247205,1
0.863,0.341,0.21999999999999997,0.00031260622626417156,1
0.902,0.168,0.53,0.0005012991659008766,3
0.918,0.182,0.5728571428571428,0.0005975370522152173,3
0.9309999999999999,0.195,0.4942857142857142,0.0006982095400757953,3
0.9359999999999999,0.17600000000000002,0.4585714285714285,0.0007092965392062467,3
0.968,0.158,0.5314285714285714,0.00072627223750855,3
0.951,0.147,0.6242857142857142,0.0008236749867709307,3
0.929,0.16399999999999998,0.6185714285714285,0.0009188856937679948,3
0.9550000000000001,0.168,0.6414285714285715,0.0010854848680509318,3
0.9279999999999999,0.17300000000000001,0.5857142857142856,0.0011751961540552088,3
0.92,0.18100000000000002,0.6214285714285714,0.0012680870404533702,3
0.07,0.113,0.4028571428571428,0.0004495291302041864,3
0.105,0.098,0.42428571428571427,0.0004327505473157097,3
0.11,0.096,0.4314285714285714,0.0004729323758447814,3
0.136,0.086,0.45571428571428574,0.000463034012375595,3
0.13699999999999998,0.094,0.42714285714285716,0.0005105071301568113,3
0.128,0.12300000000000001,0.4128571428571428,0.0005628942658676417,3
0.12400000000000001,0.11,0.39999999999999997,0.0006865747780114439,3
0.736,0.046,0.41428571428571426,0.00043725349541246953,3
0.742,0.043,0.3985714285714286,0.00047865070390518496,3
0.7590000000000001,0.027999999999999997,0.4228571428571428,0.000541130346909875,3
0.331,0.8620000000000001,0.35285714285714287,0.006169533166890133,1
0.145,0.36100000000000004,0.3985714285714286,0.0026172261561187,3
0.312,0.23800000000000002,0.4828571428571429,0.00450380787655483,3
0.344,0.252,0.47428571428571425,0.004979501849252617,3
0.319,0.261,0.47,0.005675983905500706,3
0.289,0.266,0.49142857142857144,0.006679685687408001,3
0.282,0.28500000000000003,0.4671428571428571,0.005842333466294778,3
0.284,0.311,0.45999999999999996,0.005863790321040051,3
0.314,0.317,0.5,0.0058773873224752075,3
0.332,0.33,0.5042857142857142,0.005383100116446079,3
0.35100000000000003,0.375,0.4942857142857142,0.004881030318424815,3
0.369,0.37200000000000005,0.4771428571428571,0.00486628925516569,3
0.44799999999999995,0.071,0.45714285714285713,0.0028342541888605327,3
0.47500000000000003,0.063,0.4771428571428571,0.0028988278116884856,3
0.49100000000000005,0.061,0.47428571428571425,0.0032782175325808444,3
0.479,0.085,0.5242857142857142,0.002943082698416826,3
0.49100000000000005,0.054000000000000006,0.51,0.0029535932092515636,3
0.49,0.028999999999999998,0.5185714285714286,0.002625389111522439,3
0.511,0.0,0.46285714285714286,0.0028516766160655285,3
0.523,0.012,0.4314285714285714,0.0028612540479061727,3
0.556,0.042,0.4128571428571428,0.002882979336204949,3
0.9059999999999999,0.973,0.34428571428571425,0.003057460155451792,1
0.9059999999999999,0.966,0.3271428571428571,0.00325516196287117,1
0.912,0.9500000000000001,0.2914285714285714,0.003370636926833371,1
0.401,0.297,0.40428571428571425,0.002571995597618404,3
0.433,0.29100000000000004,0.4385714285714285,0.0023916310318482974,3
0.449,0.304,0.3957142857142857,0.0025201978270896178,3
0.327,0.687,0.30857142857142855,0.004223143262098008,1
0.33299999999999996,0.6950000000000001,0.2928571428571428,0.004175355155866556,1
0.35600000000000004,0.7070000000000001,0.30142857142857143,0.004355188797707964,1
0.371,0.687,0.28857142857142853,0.004463094133567341,1
0.37200000000000005,0.713,0.25285714285714284,0.00481371094721934,1
0.363,0.7170000000000001,0.21,0.004595658706749384,1
0.37200000000000005,0.743,0.2157142857142857,0.004609935211570897,1
0.429,0.7590000000000001,0.17714285714285713,0.004260202940956823,1
0.42,0.7320000000000001,0.22285714285714284,0.004349494242360787,1
0.379,0.6779999999999999,0.4214285714285714,0.001641594995881902,3
0.365,0.685,0.38999999999999996,0.0016551147359990766,3
0.394,0.67,0.41428571428571426,0.001327496041333125,3
0.428,0.701,0.45714285714285713,0.0013038748791546313,3
0.439,0.7020000000000001,0.4685714285714285,0.0013239628218300141,3
0.446,0.7090000000000001,0.42857142857142855,0.0011785174001987275,3
0.434,0.738,0.3985714285714286,0.0012176819547076996,3
0.41600000000000004,0.408,0.48428571428571426,0.009760926480322838,3
0.053,0.635,0.7014285714285714,0.06572141003418847,3
0.075,0.638,0.6642857142857143,0.07698494533305118,3
0.071,0.6409999999999999,0.677142857142857,0.07369739899158884,3
0.09699999999999999,0.638,0.7271428571428571,0.08089761200777812,3
0.095,0.632,0.6042857142857143,0.08572317068095112,3
0.12,0.675,0.6157142857142857,0.08741250623763804,3
0.15,0.6509999999999999,0.5871428571428572,0.09229079675086363,3
0.17300000000000001,0.688,0.687142857142857,0.10026709772512507,3
0.21100000000000002,0.6920000000000001,0.7442857142857142,0.10813446024103157,3
0.214,0.691,0.7057142857142857,0.11431943675675069,3
0.5660000000000001,0.461,0.44,0.0036946887239858095,3
0.579,0.433,0.4214285714285714,0.0047244245984639655,3
0.595,0.434,0.4828571428571429,0.004460351356778972,3
0.61,0.43700000000000006,0.45999999999999996,0.005004221508888063,3
0.632,0.457,0.42,0.004781876312621503,3
0.608,0.445,0.44285714285714284,0.005692753573621723,3
0.637,0.42200000000000004,0.4385714285714285,0.0060115278284381445,3
0.655,0.45,0.39285714285714285,0.007007555976622254,3
0.35600000000000004,0.489,0.39285714285714285,0.005275101670793235,3
0.378,0.474,0.4057142857142857,0.005525026185990302,3
0.35700000000000004,0.501,0.4014285714285714,0.006490190418699943,3
0.383,0.483,0.38857142857142857,0.006296357620357982,3
0.40299999999999997,0.484,0.3857142857142857,0.004854919955065688,3
0.41700000000000004,0.49600000000000005,0.4057142857142857,0.004245802619920595,3
0.424,0.501,0.3985714285714286,0.004289739546609547,3
0.41500000000000004,0.502,0.40857142857142853,0.004313765835442588,3
0.434,0.504,0.4228571428571428,0.004551389952604994,3
0.451,0.515,0.41,0.004904080935485901,3
0.167,0.66,0.43285714285714283,0.006912334373798295,3
0.214,0.66,0.39999999999999997,0.007577313622903984,3
0.21100000000000002,0.652,0.38999999999999996,0.007026088787640814,3
0.24600000000000002,0.653,0.4385714285714285,0.007474076653604227,3
0.253,0.6970000000000001,0.37,0.010671575919487983,2
0.086,0.9450000000000001,0.22714285714285715,0.015067325918606907,1
0.07200000000000001,0.948,0.13857142857142854,0.01615013239430112,1
0.105,0.995,0.12857142857142856,0.01941505206542156,1
0.14400000000000002,1.0,0.0,0.02048909730576253,1
0.171,1.0,0.09999999999999998,0.022290586580268116,1
0.20600000000000002,1.0,0.052857142857142825,0.024868786856038324,1
0.22399999999999998,1.0,0.16142857142857142,0.024890090178677354,1
0.24600000000000002,0.986,0.30428571428571427,0.027226059383568032,1
0.275,0.9570000000000001,0.31285714285714283,0.035300738778863826,1
0.8140000000000001,0.609,0.31999999999999995,0.0022594537557858846,1
0.833,0.645,0.3242857142857143,0.0022291247263589837,1
0.866,0.611,0.3271428571428571,0.0018595263917262968,1
0.8840000000000001,0.626,0.31999999999999995,0.0019434698231842842,1
0.888,0.6,0.3214285714285714,0.0018970367616066748,1
0.679,0.22899999999999998,0.5514285714285714,0.0027510893137606745,3
0.6829999999999999,0.23600000000000002,0.5585714285714285,0.0028409263970391022,3
0.7540000000000001,0.24300000000000002,0.5228571428571429,0.0026570266307064487,3
0.779,0.22899999999999998,0.54,0.0025220629945480865,3
0.7709999999999999,0.201,0.4971428571428571,0.002482734012105973,3
0.768,0.21600000000000003,0.5314285714285714,0.0023399679733611214,3
0.763,0.19,0.48142857142857143,0.002120495313275953,3
0.777,0.17800000000000002,0.4671428571428571,0.002515936568243982,3
0.743,0.2,0.42,0.0026176065195303052,3
0.7540000000000001,0.244,0.4442857142857143,0.0022736579519380042,3
0.391,0.762,0.35428571428571426,0.007719207995497241,1
0.41100000000000003,0.75,0.3557142857142857,0.008469878961012695,1
0.413,0.765,0.3157142857142857,0.00886393149331648,1
0.401,0.753,0.31999999999999995,0.010087130698551884,1
0.41600000000000004,0.746,0.32285714285714284,0.010366903836262757,1
0.413,0.705,0.3385714285714286,0.010929190907413434,1
0.585,0.5479999999999999,0.34714285714285714,0.0027429748943131036,1
0.27899999999999997,0.081,0.4157142857142857,0.0035320556306926267,3
0.29300000000000004,0.07200000000000001,0.4414285714285714,0.004297611286276276,3
0.3,0.10300000000000001,0.47857142857142854,0.004573535225504084,3
0.309,0.07200000000000001,0.4471428571428571,0.005364013599315312,3
0.312,0.055,0.43285714285714283,0.004983999844700788,3
0.353,0.10300000000000001,0.4871428571428571,0.0062552803529640905,3
0.374,0.075,0.4714285714285714,0.0055713076965211005,3
0.375,0.08900000000000001,0.4385714285714285,0.006014291406350587,3
0.384,0.102,0.38999999999999996,0.006888298179668076,3
0.534,0.816,0.32999999999999996,0.004761011794647428,1
0.537,0.8190000000000001,0.33999999999999997,0.004939138753785203,1
0.5479999999999999,0.8150000000000001,0.3257142857142857,0.004795510954185934,1
0.534,0.8220000000000001,0.3414285714285714,0.004775854882467477,1
0.5700000000000001,0.8220000000000001,0.3214285714285714,0.0051574693331058385,1
0.593,0.8200000000000001,0.2785714285714286,0.005517400097693567,1
0.9920000000000001,0.16399999999999998,0.4385714285714285,0.0002347575241593219,3
1.0,0.141,0.44999999999999996,0.00025675421760075305,3
0.9990000000000001,0.12,0.4671428571428571,0.0002508496699534179,3
1.0,0.11599999999999999,0.47285714285714286,0.00027170329210059895,3
1.0,0.127,0.4714285714285714,0.0002807210746507313,3
1.0,0.11800000000000001,0.49857142857142855,0.00027255910977670993,3
1.0,0.111,0.4685714285714285,0.0003443467605388246,3
1.0,0.138,0.42,0.0002939297884365414,3
0.9740000000000001,0.10400000000000001,0.4385714285714285,0.0002989101718572428,3
0.975,0.134,0.42857142857142855,0.00030095363466490127,3
0.794,0.877,0.32999999999999996,0.002429959579275513,1
0.831,0.899,0.32999999999999996,0.002783449919638621,1
0.858,0.897,0.2928571428571428,0.0028552464851681948,1
0.306,0.113,0.48571428571428565,0.010732492506598109,3
0.327,0.11199999999999999,0.5014285714285713,0.010052455224723623,3
0.316,0.107,0.5042857142857142,0.009345685526827284,3
0.33799999999999997,0.109,0.47,0.01030668359154419,3
0.34700000000000003,0.10800000000000001,0.5042857142857142,0.009763041261270172,3
0.349,0.132,0.45571428571428574,0.011858759464187052,3
0.35700000000000004,0.16899999999999998,0.44,0.013477474214119316,3
0.36700000000000005,0.165,0.49,0.011573641428119359,3
0.342,0.195,0.5085714285714286,0.01116060539377545,3
0.364,0.185,0.53,0.012457470294117768,3
0.539,0.242,0.53,0.002501682845605976,3
0.547,0.25,0.5385714285714285,0.0026393852964338373,3
0.5660000000000001,0.23,0.54,0.002777584993179995,3
0.527,0.254,0.49857142857142855,0.0028199380628503106,3
0.531,0.23399999999999999,0.5014285714285713,0.0031036010107626734,3
0.5770000000000001,0.23500000000000001,0.5771428571428572,0.0026626548205625398,3
0.5670000000000001,0.22100000000000003,0.6342857142857142,0.002435571920656121,3
0.594,0.225,0.6257142857142857,0.0019457718142482678,3
0.606,0.22,0.6271428571428571,0.0020069182042529053,3
0.59,0.204,0.6271428571428571,0.002146798829930035,3
0.881,0.305,0.42428571428571427,0.00040421734826703745,3
0.429,0.643,0.41428571428571426,0.0024136614033001312,3
0.423,0.65,0.4157142857142857,0.0023078153787238964,3
0.428,0.616,0.4057142857142857,0.002324306707994234,3
0.466,0.663,0.38285714285714284,0.0021404564681474676,2
0.46399999999999997,0.6779999999999999,0.36142857142857143,0.0020574025323759934,2
0.469,0.669,0.3571428571428571,0.0018642730101336158,2
0.8240000000000001,0.861,0.30857142857142855,0.0023743552030415253,1
0.818,0.8470000000000001,0.3028571428571428,0.00269704799342125,1
0.8540000000000001,0.8470000000000001,0.3457142857142857,0.0025776426075391316,1
0.8940000000000001,0.877,0.31285714285714283,0.002671077294752322,1
0.866,0.8570000000000001,0.28857142857142853,0.002857155235934243,1
0.88,0.885,0.3514285714285714,0.0030585665771464864,1
0.8570000000000001,0.877,0.2914285714285714,0.003549294809899844,1
0.885,0.8790000000000001,0.24571428571428572,0.0036755061254724235,1
0.8570000000000001,0.865,0.25857142857142856,0.003539085420099293,1
0.892,0.8840000000000001,0.25285714285714284,0.003987522986554551,1
0.537,0.18100000000000002,0.42857142857142855,0.0015192546704461765,3
0.501,0.20199999999999999,0.44285714285714284,0.0017141146481054125,3
0.53,0.166,0.4657142857142857,0.0018851484239345868,3
0.534,0.147,0.44285714285714284,0.002189633297043164,3
0.528,0.153,0.44285714285714284,0.002715230156919737,3
0.562,0.145,0.4357142857142857,0.0027081211251356535,3
0.58,0.14300000000000002,0.4157142857142857,0.0030800372993078076,3
0.6409999999999999,0.10800000000000001,0.38857142857142857,0.003288144621411845,3
0.639,0.133,0.4585714285714285,0.0033924206563854917,3
0.647,0.17,0.4671428571428571,0.0038018254087842348,3
0.145,0.619,0.4671428571428571,0.0877319372136573,3
0.133,0.645,0.4657142857142857,0.11817729544113668,3
0.13,0.645,0.45285714285714285,0.13627243099862513,3
0.121,0.643,0.3857142857142857,0.1520277877739285,3
0.14800000000000002,0.637,0.38857142857142857,0.16822217307389853,3
0.214,0.648,0.39428571428571424,0.21426441817979172,3
0.207,0.648,0.40714285714285714,0.23516641284573767,3
0.38200000000000006,0.706,0.29714285714285715,0.0058728744690812705,1
0.383,0.672,0.2714285714285714,0.006505536695616594,1
0.36600000000000005,0.685,0.3457142857142857,0.008767538093836456,1
0.465,0.693,0.34714285714285714,0.009095331121732726,1
0.161,0.725,0.18857142857142856,0.00534073516041915,1
0.42600000000000005,0.521,0.3028571428571428,0.05509362048087234,1
0.452,0.551,0.2928571428571428,0.04960567081274605,1
0.47100000000000003,0.535,0.26,0.04202649994662134,1
0.469,0.528,0.19285714285714284,0.04011200410821011,1
0.456,0.54,0.10857142857142857,0.03551581943018062,1
0.485,0.52,0.08714285714285713,0.031316732172807185,1
0.529,0.543,0.0814285714285714,0.029234891291235576,1
0.535,0.537,0.0,0.024448001907712687,1
0.532,0.49600000000000005,0.0,0.02098089432008131,1
0.532,0.446,0.0,0.018250825037460394,1
0.364,0.563,0.37285714285714283,0.001135980092000915,2
0.373,0.583,0.34428571428571425,0.0012370715739320889,1
0.373,0.554,0.3071428571428571,0.0013520621688623243,1
0.413,0.588,0.30857142857142855,0.0012837126467504195,1
0.8059999999999999,0.363,0.39285714285714285,0.0005999133330080301,3
0.779,0.433,0.3842857142857143,0.0007131160217977792,2
0.755,0.425,0.41,0.0007312070565622361,3
0.8890000000000001,0.23800000000000002,0.41,0.0026254762781375987,3
0.87,0.20800000000000002,0.40857142857142853,0.0031454300902123158,3
0.897,0.22,0.4414285714285714,0.003460855364053121,3
0.914,0.245,0.42428571428571427,0.0037426293717937897,3
0.9450000000000001,0.23399999999999999,0.49857142857142855,0.0039159255174982385,3
0.9690000000000001,0.263,0.4442857142857143,0.004089860554870618,3
0.968,0.233,0.4342857142857143,0.003991513830787249,3
0.6920000000000001,0.8340000000000001,0.35,0.015105128494754011,1
0.616,0.662,0.08857142857142855,0.03141568113895893,1
0.5720000000000001,0.128,0.6114285714285714,0.0017285268554982536,3
0.564,0.15,0.5342857142857143,0.0017146614205095947,3
0.535,0.168,0.5485714285714285,0.002038031733216241,3
0.527,0.18,0.5428571428571428,0.0021439223316297735,3
0.533,0.17600000000000002,0.5428571428571428,0.0022192600409002,3
0.546,0.162,0.5357142857142857,0.002302346664152359,3
0.5579999999999999,0.131,0.5457142857142857,0.002381194810742389,3
0.549,0.14300000000000002,0.5714285714285714,0.003102862075593254,3
0.5579999999999999,0.156,0.5457142857142857,0.003096434528254962,3
0.5710000000000001,0.15,0.5157142857142857,0.003429900319844621,3
0.886,0.14400000000000002,0.47857142857142854,3.457939244564151e-05,3
0.918,0.17500000000000002,0.4657142857142857,3.2853889677371445e-05,3
0.9279999999999999,0.18100000000000002,0.49142857142857144,3.745589074590341e-05,3
0.951,0.203,0.5071428571428571,3.3281798515426946e-05,3
0.963,0.22100000000000003,0.5,3.5864109489525696e-05,3
0.9740000000000001,0.225,0.5628571428571428,5.2403974716031615e-05,3
0.997,0.209,0.5485714285714285,5.121930117363725e-05,3
1.0,0.21100000000000002,0.5671428571428572,6.014793604917471e-05,3
1.0,0.21100000000000002,0.5928571428571427,7.204221689956897e-05,3
1.0,0.23500000000000001,0.5457142857142857,6.89180861698768e-05,3
0.341,1.0,0.2928571428571428,0.0005281999719747445,1
0.344,1.0,0.26857142857142857,0.000526714177398163,1
0.151,0.156,0.39714285714285713,0.00894701217339033,3
0.161,0.189,0.3914285714285714,0.009612232121217427,3
0.189,0.214,0.4185714285714286,0.013705750702335588,3
0.203,0.207,0.38999999999999996,0.01673725006441563,3
0.225,0.22,0.3985714285714286,0.018582877343142866,3
0.256,0.207,0.4028571428571428,0.02032832541780895,3
0.737,0.745,0.2657142857142857,0.015498939337806673,1
0.789,0.766,0.14428571428571427,0.014995670998826966,1
0.787,0.79,0.09857142857142856,0.012351032923300054,1
0.788,0.787,0.037142857142857144,0.010469806997047642,1
0.779,0.7959999999999999,0.09428571428571428,0.008112778139828494,1
0.767,0.7759999999999999,0.1314285714285714,0.007290172925152703,1
0.8009999999999999,0.788,0.2571428571428571,0.0061359532189296725,1
0.8270000000000001,0.794,0.29,0.004605812626885742,1
0.46,0.43100000000000005,0.4014285714285714,0.00041691098659963255,3
0.8940000000000001,0.5920000000000001,0.3414285714285714,0.000463481731808005,1
0.898,0.5579999999999999,0.3114285714285714,0.0004947339349318214,1
0.9059999999999999,0.58,0.3457142857142857,0.0004829624797664246,1
0.893,0.554,0.34857142857142853,0.0005384796893852534,1
0.898,0.539,0.32999999999999996,0.000525251165005089,1
0.903,0.55,0.3214285714285714,0.000535324852234312,1
0.9109999999999999,0.55,0.3271428571428571,0.0004812676834194039,1
0.917,0.507,0.3214285714285714,0.0004861420801603091,1
0.876,0.505,0.29428571428571426,0.0005259128388565266,1
0.8570000000000001,0.521,0.31285714285714283,0.0005902219902498474,1
