Rule_ID,D_r,E_r,C_r,Obsolescence,Surprise,AdaptiveScore,AdaptiveWeight,Status
117,-0.06255005958311355,0.9663148807403736,-0.12363007677430704,0.19503368609573826,0.9663148807403736,0.43661240628083164,0.5633875937191684,ADAPT
449,-0.1313905331223505,1.082067265588375,-0.344058293774053,0.15165460967299288,1.082067265588375,0.4221714260700866,0.5778285739299134,ADAPT
582,-0.10027056594190156,0.907363815157533,-0.11176229268006799,0.17383273913389086,0.907363815157533,0.4006736929232741,0.5993263070767259,ADAPT
454,-0.04134188985914944,0.8144808874010836,-0.00971888491668127,0.19085502815631322,0.8144808874010836,0.3944752500065841,0.6055247499934159,ADAPT
496,-0.22088485807497704,1.1125014874613595,-0.44364023520678275,0.11199409854489992,1.1125014874613595,0.39011947041023975,0.6098805295897602,ADAPT
546,-0.1781559514739495,0.9834385775680212,-0.28301978940788064,0.13056570917154778,0.9834385775680212,0.3764253535635531,0.6235746464364469,ADAPT
246,-0.1693308132606615,0.9397032346296095,-0.2786340815409561,0.12293458495699798,0.9397032346296095,0.35786039361440036,0.6421396063855996,ADAPT
523,-0.19515911621637458,0.9856380541811386,-0.35317157983160447,0.10932683953328988,0.9856380541811386,0.35573635307857454,0.6442636469214255,ADAPT
394,-0.028096856746566645,0.7154805728827771,-0.005264802985016304,0.17052972828779853,0.7154805728827771,0.34939987150849283,0.6506001284915072,ADAPT
482,-0.07672791029322709,0.7659243593241829,-0.07420539569048046,0.15374776333511883,0.7659243593241829,0.3452288531661646,0.6547711468338354,ADAPT
542,-0.08095000879095118,0.7687086499754874,-0.10879290472562464,0.1447414341147279,0.7687086499754874,0.33691859660859974,0.6630814033914003,ADAPT
547,-0.20099777295903415,0.8178704840393114,-0.1199867158959933,0.12422149879607097,0.8178704840393114,0.3286891198058988,0.6713108801941012,ADAPT
602,-0.19511760339135362,0.8054004727788606,-0.1059504971771279,0.12608309305259477,0.8054004727788606,0.32743321124730995,0.67256678875269,ADAPT
123,-0.16552872687491454,0.8741738687945011,-0.27515677196272637,0.10837209248921503,0.8741738687945011,0.3269155596878403,0.6730844403121596,ADAPT
250,-0.19448270136162066,0.9301486655794688,-0.3651272734376526,0.09263467269504891,0.9301486655794688,0.3251718390899161,0.6748281609100839,ADAPT
610,-0.19227275391197327,0.9121492095731272,-0.3717400222704097,0.08703410834768605,0.9121492095731272,0.31507141074096784,0.6849285892590322,ADAPT
607,-0.18996268729609875,0.7831569860458234,-0.12367891539197873,0.11737884583943647,0.7831569860458234,0.3131680923508923,0.6868319076491076,ADAPT
615,-0.18730098263298753,0.8781801233369815,-0.35185293715446675,0.08475655088738179,0.8781801233369815,0.30430158172162713,0.6956984182783729,ADAPT
199,-0.07983648830803494,0.7533623416345455,-0.21585692238566878,0.11441723273521046,0.7533623416345455,0.30275781814384684,0.6972421818561532,ADAPT
102,-0.020753970579616754,0.6062625951552276,-0.04694367930610088,0.1346412363173775,0.6062625951552276,0.2862068851061844,0.7137931148938156,STABLE
114,-0.059778468030240894,0.6444223062018734,-0.15548262321983242,0.10729030373795001,0.6444223062018734,0.2683958802884183,0.7316041197115817,STABLE
237,-0.020202094199925802,0.5629264932065619,-0.04250913282150459,0.12505381654628286,0.5629264932065619,0.26578543984792335,0.7342145601520766,STABLE
519,-0.14133163374943836,0.7635870876211723,-0.3277950340893552,0.0736151049455947,0.7635870876211723,0.2645118768508878,0.7354881231491122,STABLE
349,-0.14518744261462424,0.7244977492790299,-0.3610248295532243,0.05457136927779534,0.7244977492790299,0.2356958065975528,0.7643041934024473,STABLE
583,-0.08320146906561957,0.643830235754274,-0.27262693156732887,0.0720004587803314,0.643830235754274,0.2329580177188999,0.7670419822811001,STABLE
516,-0.06933862743948893,0.6229474645722057,-0.254068256852058,0.0748851450701647,0.6229474645722057,0.23062201121321613,0.7693779887867839,STABLE
352,-0.02388452597237689,0.4624645270187099,-0.005645744202856129,0.10823356421086922,0.4624645270187099,0.22384969596554669,0.7761503040344533,STABLE
512,-0.04025767254683621,0.4970585988930274,-0.07190998065990739,0.09622273642157095,0.4970585988930274,0.2204873861448278,0.7795126138551722,STABLE
364,-0.06290902342300103,0.5644678673360739,-0.19970110765984872,0.07546443406330605,0.5644678673360739,0.21658140089732453,0.7834185991026754,STABLE
395,0.018744261462423584,0.3414848726080625,0.15653753736154258,0.12919166785800718,0.3414848726080625,0.2145628860100228,0.7854371139899772,STABLE
297,-0.02976469554005745,0.46021411403187307,-0.03288792514016681,0.0993903733379122,0.46021411403187307,0.21444390184588047,0.7855560981541195,STABLE
475,-0.15634462482173905,0.6955080238190525,-0.3840571216472289,0.03877656933752115,0.6955080238190525,0.2126535752922843,0.7873464247077158,STABLE
107,-0.015599054484361885,0.44671672231624115,-0.06467209752095182,0.09161139257773186,0.44671672231624115,0.20329057315679216,0.7967094268432078,STABLE
557,-0.02847535603352286,0.4251065538454013,-0.06164410322530234,0.08374677364664403,0.4251065538454013,0.19002341210799434,0.8099765878920057,STABLE
94,-0.022009123053781082,0.3908445597141027,-0.006827638750512732,0.09050194947745221,0.3908445597141027,0.1882130894059779,0.8117869105940221,STABLE
577,-0.10542548203715643,0.4738446753057267,-0.09180683349938468,0.06915308994229641,0.4738446753057267,0.1876142587687281,0.8123857412312719,STABLE
369,-0.11483179980073846,0.5755348495605999,-0.30132450331125826,0.03984463661215079,0.5755348495605999,0.18372834900230076,0.8162716509976993,STABLE
479,-0.13103401121334662,0.6074224530366878,-0.3529469221903143,0.030860379908256727,0.6074224530366878,0.1827159931674287,0.8172840068325713,STABLE
96,-0.07006388091191465,0.5380510464076289,-0.28053878763015483,0.046862094466389864,0.5380510464076289,0.1813748560682971,0.8186251439317029,STABLE
464,-0.03121520248490886,0.3874494677432341,-0.023784406806149683,0.08311246461304389,0.3874494677432341,0.1799748315488524,0.8200251684511476,STABLE
244,-0.12127605540252787,0.5779125499502652,-0.3433550176795796,0.02832036921703944,0.5779125499502652,0.17279850670460573,0.8272014932953943,STABLE
554,-0.08278145695364239,0.4796313720494963,-0.20258258610248303,0.04856683224834271,0.4796313720494963,0.1684746752607168,0.8315253247392832,STABLE
344,-0.025139678446541247,0.36225510048797904,-0.027457070855066545,0.07741458779659281,0.36225510048797904,0.1679783629185876,0.8320216370814124,STABLE
495,-0.12598898200785325,0.5571931637185092,-0.3310574537498291,0.025036681990206727,0.5571931637185092,0.16433497291983404,0.835665027080166,STABLE
559,-0.07762654085838755,0.4628425792704587,-0.1922971732208092,0.048229716297815486,0.4628425792704587,0.16394036111543014,0.8360596388845698,STABLE
308,0.15982681826173592,-0.6550631189036787,0.48644239973431797,-0.0021984752269062074,0.6550631189036787,0.16156730449901346,0.8384326955009865,STABLE
61,0.1737018695422845,-0.4367306506678661,0.4717810467092539,0.05218806639591808,0.4367306506678661,0.1613707290628846,0.8386292709371154,STABLE
51,0.16357518216804393,-0.11579179354232397,0.4806696751255153,0.1321132659378088,0.11579179354232397,0.1610612143233898,0.8389387856766102,STABLE
398,-0.0819243392135029,0.5221587179852569,-0.32196370313934636,0.02956766890810192,0.5221587179852569,0.16010734840441615,0.8398926515955838,STABLE
313,0.16479858954072163,-0.09984670422660535,0.47392017816327725,0.1347180158693484,0.09984670422660535,0.15967969192599973,0.8403203080740003,STABLE
56,0.16873009826329877,-0.7625949516766344,0.46516829787649694,-0.03217413888420967,0.7625949516766344,0.15847459903494893,0.841525400965051,STABLE
149,-0.09659057610033403,0.5046007390859191,-0.27925921584715463,0.032187736784607596,0.5046007390859191,0.15833792155608736,0.8416620784439126,STABLE
11,0.15694778174998536,-0.09984670422660535,0.4755220848229112,0.1331557905865728,0.09984670422660535,0.15811746664322412,0.8418825333567759,STABLE
36,0.16817822188360781,-0.3732681128155295,0.46297056008126747,0.06447016728733644,0.3732681128155295,0.15778719549121883,0.8422128045087811,STABLE
311,0.1705713141495243,-0.17220029468168677,0.46000117212682406,0.1145930478986654,0.17220029468168677,0.15764312156908708,0.8423568784309129,STABLE
286,0.16504766649084762,-0.05751996288624235,0.46369337162280966,0.14280526880685374,0.05751996288624235,0.15718525952841433,0.8428147404715857,STABLE
306,0.16559954287053857,-0.36418815663563253,0.46147609838051146,0.06572187115385437,0.36418815663563253,0.15676891031276252,0.8432310896872375,STABLE
63,0.1679291449334818,-0.19382581451976139,0.45764715075504503,0.10793762029219137,0.19382581451976139,0.15639407392213173,0.8436059260778683,STABLE
586,-0.07245697317783117,0.49320817178143617,-0.29387173025454694,0.031719867087264514,0.49320817178143617,0.15502191003262356,0.8449780899673764,STABLE
301,0.16044462677528373,-0.35404752068716383,0.4585457813202055,0.06623572185208135,0.35404752068716383,0.1547476020238723,0.8452523979761277,STABLE
181,0.15915528726874917,-0.040086794884879026,0.4585555490437399,0.1444060103569025,0.040086794884879026,0.15442770907812226,0.8455722909218777,STABLE
26,0.15805153450936726,-0.28111584242719945,0.4592881283088164,0.08405595509774605,0.28111584242719945,0.1543349157045459,0.8456650842954541,STABLE
161,0.15860341088905822,-0.04997545719656575,0.4578327375021977,0.14161517279867256,0.04997545719656575,0.15410903709781398,0.845890962902186,STABLE
156,0.15363163961007248,-0.5754294440599249,0.46225751626325967,0.01011492795335181,0.5754294440599249,0.15397228896833304,0.846027711031667,STABLE
183,0.1533825626599465,-0.318951129648707,0.46138818886870225,0.07395490546998544,0.318951129648707,0.15369268788216217,0.8463073121178378,STABLE
288,0.15927494188204497,-0.7596512714421483,0.45476567231241083,-0.03640266431192313,0.7596512714421483,0.15351015354861394,0.846489846451386,STABLE
31,0.1632064506046221,-0.6857777617823659,0.4467561390142413,-0.01895379304087562,0.6857777617823659,0.15249064740471585,0.8475093525952841,STABLE
38,0.16240549727480513,-0.42173578029902875,0.44735197014983685,0.04700542178140331,0.42173578029902875,0.1524393668561605,0.8475606331438394,STABLE
348,-0.0789671609134775,0.5008447518485402,-0.31316298423489425,0.027178651675042104,0.5008447518485402,0.15238983963717714,0.8476101603628229,STABLE
58,0.16295737365449608,-0.40228561121546025,0.4451444646310731,0.051454056767527234,0.40228561121546025,0.1520254595713923,0.8479745404286076,STABLE
6,0.15197601047099962,-0.07456506155278436,0.4526558440289907,0.13251669823680148,0.07456506155278436,0.15115796362499756,0.8488420363750024,STABLE
303,0.15467190216648108,-0.36094497777389817,0.44963761745687547,0.060841135462364596,0.36094497777389817,0.15107737990583914,0.8489226200941609,STABLE
186,0.16412705854773488,-0.09984670422660535,0.44010431928734695,0.12609616840211912,0.09984670422660535,0.15105784445877046,0.8489421555412295,STABLE
283,0.15430317060305926,-0.6770562202829266,0.4488659672976616,-0.01847177059555144,0.6770562202829266,0.1507922844751802,0.8492077155248198,STABLE
188,0.1583543339389322,-0.09984670422660535,0.4444314208130653,0.12573476263134803,0.09984670422660535,0.15069643868799937,0.8493035613120006,STABLE
281,0.1600758952118619,-0.13207298991614047,0.4393619722987361,0.11684121939861439,0.13207298991614047,0.1498594668776495,0.8501405331223505,STABLE
13,0.15117505714118268,-0.584275767134901,0.4466877649495009,0.003396763738945638,0.584275767134901,0.1494657055226709,0.8505342944773291,STABLE
447,-0.0822393482974858,0.38044872050866974,-0.0808083767997031,0.05435024885287021,0.38044872050866974,0.14946242898003764,0.8505375710199623,STABLE
234,-0.0743250503037762,0.4344722825357871,-0.197464298970482,0.040670733315382235,0.4344722825357871,0.14928880394932903,0.850711196050671,STABLE
176,0.1540003711734943,-0.04030720998990707,0.4430541717947215,0.13918683324457717,0.04030720998990707,0.14926363574205395,0.8507363642579461,STABLE
33,0.15743372599581942,-0.3811405146102663,0.4377893688097052,0.053520645048814576,0.3811405146102663,0.14880577370138115,0.8511942262986189,STABLE
1,0.14682109437574478,-0.02218400961245323,0.4452909804840884,0.14248201631184498,0.02218400961245323,0.1480280187149583,0.8519719812850417,STABLE
74,-0.07026167731348534,0.42497927615041514,-0.1878626267362128,0.041713743025179245,0.42497927615041514,0.14795856206278302,0.852041437937217,STABLE
28,0.15227880990056458,-0.3652088395713682,0.4392740627869268,0.056586008279030806,0.3652088395713682,0.14788821817187287,0.8521117818281272,STABLE
499,-0.29287786438492647,0.7005587660271518,-0.5174353865088203,-0.027438621216648723,0.7005587660271518,0.14770107029013924,0.8522989297098608,STABLE
163,0.15283068628025553,-0.09984670422660535,0.4378577428744457,0.12271043123202396,0.09984670422660535,0.1476721072886753,0.8523278927113247,STABLE
315,0.14541942604856511,-0.32454941375043656,0.44512492918400437,0.06649873537053323,0.32454941375043656,0.14763608880814238,0.8523639111918576,STABLE
136,0.1473729707554357,-0.0841724775786431,0.4430541717947215,0.12656366624287851,0.0841724775786431,0.1476067856375393,0.8523932143624607,STABLE
310,0.1404476547695794,-0.26158117730623853,0.449539940221532,0.08210160442121822,0.26158117730623853,0.14749689874777785,0.8525031012522222,STABLE
53,0.15780245755924124,-0.38793630738912716,0.42899841762878743,0.04971614194972538,0.38793630738912716,0.14670021879700718,0.8532997812029928,STABLE
65,0.14854998144132528,-0.3698369105109507,0.43622653304420866,0.053734900993645814,0.3698369105109507,0.14619412862138348,0.8538058713786165,STABLE
276,0.15492097911660707,-0.09984670422660535,0.42901795307585616,0.12102305699146447,0.09984670422660535,0.14598473304811582,0.8540152669518841,STABLE
151,0.1484767235148176,-0.09376982427752356,0.43492742581413973,0.12240858126285845,0.09376982427752356,0.14585103733223934,0.8541489626677606,STABLE
263,0.1480445017484225,-0.09984670422660535,0.43269061712477286,0.12022210366164751,0.09984670422660535,0.14518377971829885,0.8548162202817011,STABLE
8,0.14620328586219694,-0.584198444393894,0.4341362402078572,-0.0009647295809599721,0.584198444393894,0.14508488151751353,0.8549151184824865,STABLE
261,0.15381722635722517,-0.3437291081302325,0.42609740373908456,0.05904638049151931,0.3437291081302325,0.14497865752407743,0.8550213424759225,STABLE
458,0.030033307937252146,0.1968314631030731,0.15514075289613005,0.09550138098411382,0.1968314631030731,0.1447092467598821,0.8552907532401179,STABLE
158,0.1478589150012698,-0.12388380311905867,0.42901795307585616,0.11324826623951682,0.12388380311905867,0.14421921701928148,0.8557807829807185,STABLE
480,-0.0841928930043564,0.4932996479227215,-0.32879134188985915,0.020078853257126494,0.4932996479227215,0.14340376523780687,0.8565962347621932,STABLE
452,0.007809294965715308,0.2524917462268002,0.060657563148332705,0.08023965108521205,0.2524917462268002,0.14336258764191212,0.8566374123580879,STABLE
138,0.14160024614663308,-0.09984670422660535,0.4297212291703296,0.11786869277258934,0.09984670422660535,0.14283036882924066,0.8571696311707593,STABLE
392,0.0210543280782981,0.23422388496874108,0.08055441598780988,0.08395815725871227,0.23422388496874108,0.14251412850089754,0.8574858714991025,STABLE
249,-0.2413238195706109,0.6050785226909605,-0.3994998925550411,-0.008936297358672865,0.6050785226909605,0.14233333331406728,0.8576666666859327,STABLE
305,0.13529273867432456,-0.256385451397036,0.4333743577721776,0.07807041126236654,0.256385451397036,0.14216677411162554,0.8578332258883745,STABLE
178,0.14822764656469162,-0.05827134897037063,0.42011955693606046,0.12751896363259535,0.05827134897037063,0.14208680087518802,0.857913199124812,STABLE
278,0.14914825450780442,-0.372249479715267,0.41790228369376226,0.04870026462157492,0.372249479715267,0.14176263455039168,0.8582373654496083,STABLE
131,0.14240119947645,-0.09984670422660535,0.42463224520893167,0.11679668511469407,0.09984670422660535,0.1417583611713454,0.8582416388286546,STABLE
485,-0.07903797690910157,0.47685092486200775,-0.30817167750883984,0.022410317611016584,0.47685092486200775,0.14162304882651852,0.8583769511734815,STABLE
425,-0.09007306257203697,0.5020350171001313,-0.35161851178964226,0.015085860684613026,0.5020350171001313,0.14059461495964587,0.8594053850403541,STABLE
40,0.14302633378264862,-0.09984670422660535,0.4178339096290219,0.11525338479626629,0.09984670422660535,0.14021506085291763,0.8597849391470824,STABLE
290,0.13989577838988845,-0.1410429494836219,0.42007071831838877,0.10473088680616383,0.1410429494836219,0.13999162417706928,0.8600083758229307,STABLE
55,0.1384232940670847,-0.537573458036503,0.42010978921252606,0.0052399063107769345,0.537573458036503,0.13963327081990268,0.8603667291800974,STABLE
60,0.14357821016233957,-0.6219664660021769,0.4148840571216472,-0.01587604967954752,0.6219664660021769,0.13961556682099668,0.8603844331790034,STABLE
185,0.13400339916778997,-0.09715734176236193,0.4237629178143742,0.11515224380495057,0.09715734176236193,0.13944157924554104,0.860558420754459,STABLE
444,-0.01134276895426753,0.285639566293998,-0.008302565004200124,0.06649855808388258,0.285639566293998,0.13790844965738208,0.8620915503426179,STABLE
3,0.14104836976694213,-0.27715817557789857,0.41055695559592886,0.0686117874462431,0.27715817557789857,0.13790133134071775,0.8620986686592822,STABLE
15,0.13179589364902616,-0.09984670422660535,0.41937720994744965,0.11283159984246761,0.09984670422660535,0.13779327589911894,0.8622067241008811,STABLE
190,0.13897517044677565,-0.6090406037641054,0.41048858153118833,-0.014894212946535354,0.6090406037641054,0.13736593799449098,0.8626340620055091,STABLE
374,-0.23487956396882143,0.587138557005018,-0.3929066791693528,-0.010161921533289042,0.587138557005018,0.13662271771796547,0.8633772822820345,STABLE
30,0.13289964640840807,-0.051547019075875486,0.413438434038563,0.1236977653427739,0.051547019075875486,0.13658452011174277,0.8634154798882572,STABLE
258,0.1430727304694368,-0.6288132595124035,0.40318232432749224,-0.02063955117886862,0.6288132595124035,0.13656376369923226,0.8634362363007677,STABLE
285,0.13492400711090274,-0.05680526037701575,0.4082615405653558,0.12159507182481069,0.05680526037701575,0.13579638691906462,0.8642036130809354,STABLE
126,0.1372462833811952,-0.21616713828993872,0.4024790482330188,0.08088954833106882,0.21616713828993872,0.1349313329035535,0.8650686670964465,STABLE
466,-0.011144972552696863,0.2298592294710215,0.09109378968137682,0.07745201164992536,0.2298592294710215,0.13491681901768074,0.8650831809823193,STABLE
133,0.13662847486764734,-0.24547959691149823,0.40243997733888137,0.07339721382375762,0.24547959691149823,0.1347671130516322,0.8652328869483679,STABLE
165,0.13345152278809902,-0.09984670422660535,0.4046572505811795,0.1095655172856683,0.09984670422660535,0.13452719334231963,0.8654728066576803,STABLE
153,0.14270399890601498,-0.057674564829746214,0.3950458106233761,0.12001881117491123,0.057674564829746214,0.13443745238234778,0.8655625476176523,STABLE
35,0.13805456250366288,-0.09984670422660535,0.3964718982593917,0.10866993913411231,0.09984670422660535,0.13363161519076366,0.8663683848092363,STABLE
160,0.12847975150911328,-0.23713533043738316,0.4046474828576452,0.07399797598234382,0.23713533043738316,0.13328180859168962,0.8667181914083104,STABLE
256,0.14884545507823943,-0.3280891551063002,0.3840668893707633,0.051205797335675624,0.3280891551063002,0.13322808611225068,0.8667719138877493,STABLE
180,0.1288484830725351,-0.051738466933831564,0.4023911387212097,0.11987528871497831,0.051738466933831564,0.1328099054484362,0.8671900945515638,STABLE
10,0.12682412237004043,-0.44818491034803287,0.3965012014299947,0.018785103363000558,0.44818491034803287,0.13083133095000876,0.8691686690499912,STABLE
265,0.12866533825626597,-0.5164172619253407,0.3891461056086269,0.00034854548488805204,0.5164172619253407,0.12945286096622322,0.8705471390337768,STABLE
280,0.12976909101564787,-0.5350063564639717,0.3876223407372678,-0.004403731177763992,0.5350063564639717,0.12934785793822892,0.8706521420617711,STABLE
140,0.12222108265447654,-0.4131839929223238,0.39429369591123087,0.0258326964108459,0.4131839929223238,0.12912869464142684,0.8708713053585732,STABLE
5,0.1216692062747856,-0.0378532376048452,0.3861864853777178,0.11750061351191456,0.0378532376048452,0.12696392291312586,0.8730360770868741,STABLE
251,0.14369053898298464,-0.6689828481771818,0.3626658071069957,-0.040656625521800355,0.6689828481771818,0.1265890865224951,0.8734109134775049,STABLE
253,0.13791781437418194,-0.09984670422660535,0.36555705327316423,0.1009070408551852,0.09984670422660535,0.12586871691183654,0.8741312830881635,STABLE
393,0.03812342495458007,0.13744927673096685,0.18607513332942627,0.0904119587537433,0.13744927673096685,0.12477427793648502,0.875225722063515,STABLE
155,0.12332483541385844,-0.09984670422660535,0.3743675399011507,0.09946141777210094,0.09984670422660535,0.12442309382875227,0.8755769061712477,STABLE
128,0.1314735587723925,-0.09984670422660535,0.36259743304225517,0.09855607189701057,0.09984670422660535,0.12351774795366191,0.8764822520463381,STABLE
135,0.11724931137549081,-0.17905082128186695,0.36701244407978273,0.07630273354335165,0.17905082128186695,0.12106543886381839,0.8789345611361816,STABLE
21,-0.015022758795835034,0.29947550192159456,-0.10234620719295162,0.045526633983201975,0.29947550192159456,0.12039550946360061,0.8796044905363993,STABLE
260,0.12369356697728026,-0.25610765195342866,0.3552032663267499,0.05569729533765038,0.25610765195342866,0.11972420832600755,0.8802757916739925,STABLE
130,0.112094395280236,-0.07010858385407259,0.3404344683428081,0.09560506994224288,0.07010858385407259,0.11313221590576103,0.8868677840942389,STABLE
354,-0.07303571079724158,0.3774129418242983,-0.23436675848326788,0.01750261813594721,0.3774129418242983,0.11185585359202178,0.8881441464079782,STABLE
255,0.11853865088202543,-0.25681285202441745,0.3264275527945457,0.04703833791303842,0.25681285202441745,0.11124155091914278,0.8887584490808572,STABLE
417,0.032284768211920556,0.17040881807075253,0.06498466467405106,0.06691956273918104,0.17040881807075253,0.10952176725686917,0.8904782327431309,STABLE
25,-0.04017464689679423,0.3294552153988999,-0.18139639375647115,0.026971043686408624,0.3294552153988999,0.1093348475361336,0.8906651524638665,STABLE
204,0.01021215495516617,0.19588365877458414,0.03450936724686948,0.06015129524415495,0.19588365877458414,0.10912220993780097,0.890877790062199,STABLE
462,0.017935982339955858,0.18313893841121198,0.049502822872101504,0.06264443590581734,0.18313893841121198,0.10842917050862033,0.8915708294913797,STABLE
291,0.11312489011311022,-0.18109784038012888,0.3120983023696497,0.06103133802565776,0.18109784038012888,0.10630579812068998,0.89369420187931,STABLE
357,-0.018729609877122022,0.22648070469132986,-0.009367246869444679,0.04959596198619079,0.22648070469132986,0.10621613815902325,0.8937838618409768,STABLE
41,0.11625544550587039,-0.17737578430702639,0.3062181328019692,0.0612744485002033,0.17737578430702639,0.1056183945769599,0.8943816054230401,STABLE
16,0.10502500537224793,-0.01028098138950466,0.30624743597257226,0.10024786498882889,0.01028098138950466,0.10281811033620505,0.897181889663795,STABLE
22,-0.03786458028091971,0.26454987177372047,-0.08743089335599452,0.03481359953420156,0.26454987177372047,0.10095106747763168,0.8990489325223683,STABLE
507,-0.04522944382582195,0.2714018923694463,-0.0954990329953701,0.03266835388706356,0.2714018923694463,0.10051882697942513,0.8994811730205748,STABLE
293,0.10735216550430755,-0.04557634236094124,0.29137119302975245,0.0882867540432797,0.04557634236094124,0.09968083963351501,0.900319160366485,STABLE
316,0.11864853777178691,-0.03825264924530067,0.2774521869932993,0.0894620188799464,0.03825264924530067,0.09902518119127157,0.9009748188087284,STABLE
598,-0.25020023833245425,0.5472376232416103,-0.4496962237980816,-0.03816470972223139,0.5472376232416103,0.09864469608817118,0.9013553039118288,STABLE
66,0.12177909316454705,-0.09984670422660535,0.27080036726640494,0.07318318905108666,0.09984670422660535,0.098144865107738,0.901855134892262,STABLE
209,0.015367071050420983,0.16506231017300643,0.04630877727636806,0.05668453962494887,0.16506231017300643,0.09795011716820048,0.9020498828317995,STABLE
318,0.11287581316298423,-0.09984670422660535,0.2780675535759636,0.07277416562808561,0.09984670422660535,0.09773584168473695,0.9022641583152631,STABLE
566,-0.052584539647189815,0.3547901641291422,-0.26958916954814516,0.008154113733451818,0.3547901641291422,0.09685165476573737,0.9031483452342626,STABLE
197,-0.030685303483170223,0.234464462638106,-0.05355642813885797,0.03755568275401945,0.234464462638106,0.09617179841354595,0.903828201586454,STABLE
