,ticker_start,esg_score_year_start,environment_score_start,social_score_start,governance_score_start,total_score_start,Date_start,High_start,Low_start,Open_start,Close_start,Volume_start,Adj Close_start,MarketData_Year_start,environment_score_end,social_score_end,governance_score_end,total_score_end,Date_end,High_end,Low_end,Open_end,Close_end,Volume_end,Adj Close_end,MarketData_Year_end,Annual_Return
260,CMS,2019,14.98,8.88,5.05,28.77,2019-01-02,49.560001373291,47.9700012207031,49.5200004577636,48.310001373291,3019300,44.1866264343261,2019,14.98,8.88,5.05,28.77,2019-12-31,62.8800010681152,62.4700012207031,62.560001373291,62.8400001525878,1041900,59.053955078125,2019,0.2689822207531084
261,CMS,2020,13.52,9.07,5.35,27.94,2020-01-02,62.8800010681152,61.5699996948242,62.8600006103515,61.7099990844726,2420100,57.9920234680175,2020,13.52,9.07,5.35,27.94,2020-12-31,61.0900001525878,59.6599998474121,59.9399986267089,61.0099983215332,1872300,58.8696022033691,2020,-0.029430516558309507
262,CMS,2021,12.78,8.22,5.33,26.33,2021-01-04,60.7999992370605,59.3600006103515,60.6399993896484,59.6100006103515,1821600,57.5187187194824,2021,12.78,8.22,5.33,26.33,2021-12-31,65.3300018310546,64.6399993896484,65.120002746582,65.0500030517578,784500,64.5883712768554,2021,0.07272433552930097
263,CMS,2022,450.0,667.0,75.0,1192.0,2022-01-03,65.1600036621093,64.0,64.9800033569336,64.7099990844726,1222800,64.2507781982421,2022,9.8,5.78,5.52,21.1,2022-04-14,72.370002746582,71.5400009155273,72.0800018310546,71.5500030517578,2472100,71.5500030517578,2022,0.10110802332119552
264,CNC,2021,0.14,15.86,6.68,22.68,2021-01-04,62.1300010681152,59.9099998474121,60.6100006103515,62.0900001525878,6310800,62.0900001525878,2021,0.14,15.86,6.68,22.68,2021-12-31,84.1500015258789,82.3600006103515,84.1100006103515,82.4000015258789,2965600,82.4000015258789,2021,0.3595116432288226
265,CNC,2022,548.0,355.0,315.0,1218.0,2022-01-03,83.1399993896484,81.6999969482421,83.1399993896484,82.6500015258789,3421200,82.6500015258789,2022,0.11,14.13,7.27,21.52,2022-04-14,88.1900024414062,86.4700012207031,86.7900009155273,86.5400009155273,1548700,86.5400009155273,2022,0.040894894765927
266,CNP,2018,14.48,12.9,7.56,35.24,2018-01-02,28.4200000762939,27.9599990844726,28.3899993896484,28.0200004577636,2553700,24.1793327331542,2018,14.48,12.9,7.56,35.24,2018-12-31,28.25,27.7700004577636,28.0,28.2299995422363,3579000,25.3799819946289,2018,-0.005635781995488105
267,CNP,2020,13.81,11.66,6.1,31.57,2020-01-02,27.3400001525878,26.6900005340576,27.329999923706,26.9500007629394,3385800,25.2371501922607,2020,13.81,11.66,6.1,31.57,2020-12-31,21.6900005340576,21.25,21.3999996185302,21.6399993896484,1938100,20.9450340270996,2020,-0.20819614160050198
268,CNP,2021,17.79,11.9,5.85,35.53,2021-01-04,21.7399997711181,21.1800003051757,21.6700000762939,21.3400001525878,3968000,20.654670715332,2021,17.79,11.9,5.85,35.53,2021-12-31,28.0100002288818,27.6700000762939,27.7700004577636,27.9099998474121,3039300,27.7335529327392,2021,0.28795568754725137
269,CNP,2022,550.0,320.0,260.0,1130.0,2022-01-03,27.9599990844726,27.4099998474121,27.9200000762939,27.6200008392334,5835900,27.4453868865966,2022,550.0,320.0,260.0,1130.0,2022-04-14,32.6300010681152,32.3199996948242,32.4700012207031,32.4000015258789,5403500,32.4000015258789,2022,0.16045850420282934
270,COF,2018,0.06,12.15,9.6,23.7,2018-01-02,100.199996948242,98.7600021362304,100.080001831054,99.6100006103515,1663700,92.9108657836914,2018,0.06,12.15,9.6,23.7,2018-12-31,75.6999969482421,74.3799972534179,74.9899978637695,75.5899963378906,2542900,71.737075805664,2018,-0.24470428702134936
271,COF,2019,0.06,13.33,10.25,24.61,2019-01-02,77.3600006103515,74.3899993896484,74.4899978637695,77.2600021362304,3290800,73.3219451904296,2019,0.06,13.33,10.25,24.61,2019-12-31,103.059997558593,102.379997253417,102.459999084472,102.910003662109,1472800,99.4396286010742,2019,0.3815278106238535
272,COF,2021,0.06,13.46,9.66,23.18,2021-01-04,99.9899978637695,96.9800033569336,99.7300033569336,97.8399963378906,3429700,95.8079376220703,2021,0.06,13.46,9.66,23.18,2021-12-31,146.729995727539,144.979995727539,145.199996948242,145.08999633789,1356300,144.537307739257,2021,0.4548279500063088
273,COF,2022,508.0,309.0,320.0,1137.0,2022-01-03,149.350006103515,145.940002441406,146.080001831054,148.33999633789,2381600,147.774932861328,2022,508.0,309.0,320.0,1137.0,2022-04-14,134.460006713867,132.179992675781,132.729995727539,132.58999633789,2289100,132.58999633789,2022,-0.09234669581100917
274,COO,2020,3.1,11.59,7.32,22.01,2020-01-02,323.850006103515,318.769989013671,323.220001220703,323.320007324218,317000,323.186492919921,2020,3.1,11.59,7.32,22.01,2020-12-31,363.5,354.470001220703,357.269989013671,363.320007324218,158500,363.237731933593,2020,0.12406412335891823
275,COO,2021,3.1,10.71,7.0,20.82,2021-01-04,367.029998779296,353.019989013671,365.0,357.260009765625,283100,357.179107666015,2021,3.1,10.71,7.0,20.82,2021-12-31,424.5,418.619995117187,422.170013427734,418.940002441406,152200,418.908447265625,2021,0.14778082860659184
276,COO,2022,500.0,300.0,300.0,1100.0,2022-01-03,429.630004882812,418.450012207031,428.160003662109,421.600006103515,347500,421.568237304687,2022,2.83,10.75,6.44,20.03,2022-04-14,407.130004882812,398.100006103515,405.700012207031,399.619995117187,217700,399.619995117187,2022,-0.06665734375190474
277,COP,2019,17.2,8.5,8.41,34.35,2019-01-02,63.849998474121,60.4300003051757,60.6899986267089,63.3800010681152,5735400,57.1911506652832,2019,17.2,8.5,8.41,34.35,2019-12-31,65.1699981689453,63.9000015258789,64.1500015258789,65.0299987792968,3639800,59.9914588928222,2019,0.07151096145647177
278,COP,2020,15.53,7.84,6.63,30.0,2020-01-02,65.6800003051757,64.8499984741211,65.2799987792968,65.4599990844726,4122800,60.3881454467773,2020,15.53,7.84,6.63,30.0,2020-12-31,40.2900009155273,39.6100006103515,39.9099998474121,39.9900016784668,7612500,38.3731307983398,2020,-0.38740805106832493
279,COP,2021,18.68,9.83,7.03,35.53,2021-01-04,40.6500015258789,39.1800003051757,40.5,39.5699996948242,8597600,37.9701042175293,2021,18.68,9.83,7.03,35.53,2021-12-31,72.6699981689453,71.6800003051757,71.8099975585937,72.1800003051757,3453900,71.6047668457031,2021,0.7822222297574246
280,COP,2022,687.0,544.0,305.0,1536.0,2022-01-03,73.9599990844726,72.0199966430664,72.0299987792968,73.7699966430664,5769900,73.1820907592773,2022,17.45,9.71,7.73,34.88,2022-04-14,102.379997253417,99.8399963378906,100.190002441406,101.370002746582,6336600,101.370002746582,2022,0.407330341031718
281,COST,2022,537.0,306.0,225.0,1068.0,2022-01-03,567.469970703125,555.510009765625,565.030029296875,566.710021972656,2714100,565.852355957031,2022,537.0,306.0,225.0,1068.0,2022-04-14,596.280029296875,587.049987792968,591.780029296875,590.390014648437,2201700,590.390014648437,2022,0.044882544354536494
282,CPB,2019,8.97,9.71,5.43,24.12,2019-01-02,32.8800010681152,32.0299987792968,32.7599983215332,32.2599983215332,3518900,28.8090419769287,2019,8.97,9.71,5.43,24.12,2019-12-31,49.4300003051757,48.8699989318847,49.25,49.4199981689453,1469300,45.7212715148925,2019,0.5085470299447924
283,CPB,2020,9.15,8.86,5.17,23.18,2020-01-02,49.560001373291,48.3600006103515,49.4500007629394,48.4900016784668,1730300,44.8608818054199,2020,9.15,8.86,5.17,23.18,2020-12-31,48.4000015258789,47.7400016784668,48.0,48.349998474121,869300,46.0492553710937,2020,-0.022244737549990196
284,CPB,2021,9.4,7.82,4.78,22.0,2021-01-04,48.6699981689453,47.8600006103515,48.2000007629394,48.5299987792968,2134000,46.2206954956054,2021,9.4,7.82,4.78,22.0,2021-12-31,43.5499992370605,43.1199989318847,43.2599983215332,43.4599990844726,1083900,42.7402458190918,2021,-0.09834028222902755
285,CPB,2022,515.0,301.0,305.0,1121.0,2022-01-03,43.8300018310546,43.0099983215332,43.4099998474121,43.7400016784668,2815000,43.0156097412109,2022,515.0,301.0,305.0,1121.0,2022-04-14,46.4300003051757,45.8699989318847,46.0,46.2000007629394,1424400,46.2000007629394,2022,0.06427092663750902
286,CPRT,2022,270.0,204.0,205.0,679.0,2022-01-03,152.199996948242,145.929992675781,151.699996948242,146.949996948242,979400,146.949996948242,2022,2.45,11.3,5.92,19.67,2022-04-14,122.699996948242,116.739997863769,121.900001525878,116.980003356933,1127600,116.980003356933,2022,-0.2288727375726645
287,CPT,2018,5.93,6.62,7.12,19.82,2018-01-02,92.0899963378906,91.0400009155273,91.9700012207031,91.5,385800,80.22412109375,2018,5.93,6.62,7.12,19.82,2018-12-31,88.0899963378906,86.3399963378906,87.4800033569336,88.0500030517578,336000,79.9251632690429,2018,-0.042622573849252915
288,CPT,2019,5.79,6.56,7.48,19.9,2019-01-02,87.2600021362304,83.6699981689453,87.2600021362304,84.2799987792968,489500,76.5030288696289,2019,5.79,6.56,7.48,19.9,2019-12-31,106.239997863769,105.230003356933,105.410003662109,106.099998474121,683800,99.2716979980468,2019,0.21590643910915308
289,CPT,2020,5.25,5.62,7.36,18.24,2020-01-02,106.650001525878,104.690002441406,106.650001525878,105.059997558593,585600,98.2986145019531,2020,5.25,5.62,7.36,18.24,2020-12-31,100.220001220703,97.4400024414062,98.8600006103515,99.9199981689453,386000,97.0074768066406,2020,-0.06310364051236983
290,CPT,2021,5.14,4.82,6.44,16.4,2021-01-04,100.150001525878,96.120002746582,99.7799987792968,96.3000030517578,523900,93.4929962158203,2021,5.14,4.82,6.44,16.4,2021-12-31,180.369995117187,178.169998168945,178.169998168945,178.679992675781,434700,177.699661254882,2021,0.7907395756839298
291,CRL,2022,510.0,322.0,235.0,1067.0,2022-01-03,376.779998779296,356.779998779296,376.609985351562,362.109985351562,433700,362.109985351562,2022,510.0,322.0,235.0,1067.0,2022-04-14,290.190002441406,281.58999633789,289.820007324218,284.630004882812,389200,284.630004882812,2022,-0.24423139068627595
292,CRM,2022,215.0,241.0,200.0,656.0,2022-01-03,256.700012207031,248.649993896484,255.009994506835,255.460006713867,4316800,255.460006713867,2022,215.0,241.0,200.0,656.0,2022-04-14,196.449996948242,189.220001220703,196.320007324218,189.410003662109,5121400,189.410003662109,2022,-0.2572447835685425
293,CSCO,2019,0.6,6.58,6.85,14.08,2019-01-02,43.2000007629394,42.2099990844726,42.2799987792968,42.9500007629394,23833500,38.7366104125976,2019,0.6,6.58,6.85,14.08,2019-12-31,47.9799995422363,47.4099998474121,47.5400009155273,47.9599990844726,14892600,44.4772071838378,2019,0.134342489810031
294,CSCO,2020,0.57,6.18,6.27,13.02,2020-01-02,48.4199981689453,47.8800010681152,48.060001373291,48.4199981689453,16708100,45.2339096069336,2020,0.57,6.18,6.27,13.02,2020-12-31,44.8400001525878,44.1599998474121,44.3800010681152,44.75,15105500,42.926528930664,2020,-0.06887226963606603
295,CSCO,2021,0.44,5.84,6.07,12.35,2021-01-04,44.3699989318847,43.349998474121,44.310001373291,43.9599990844726,24392500,42.5107040405273,2021,0.44,5.84,6.07,12.35,2021-12-31,63.8199996948242,63.3199996948242,63.5499992370605,63.3699989318847,10359100,62.5702819824218,2021,0.4301511389724895
296,CSCO,2022,280.0,234.0,220.0,734.0,2022-01-03,63.349998474121,62.5,62.9000015258789,63.1599998474121,17184300,62.362937927246,2022,280.0,234.0,220.0,734.0,2022-04-14,52.3800010681152,51.1199989318847,52.0800018310546,51.1699981689453,18004100,51.1699981689453,2022,-0.18648653533191942
297,CSX,2019,7.04,12.36,3.19,22.57,2019-01-02,20.75,20.0066661834716,20.2533321380615,20.6499996185302,15038700,19.820686340332,2019,7.04,12.36,3.19,22.57,2019-12-31,24.2600002288818,24.0300006866455,24.0599994659423,24.1200008392334,6238500,23.4677085876464,2019,0.19091518742762242
298,CSX,2020,6.64,12.37,3.49,22.5,2020-01-02,24.3966674804687,24.0833320617675,24.2733325958251,24.3966674804687,8490300,23.7368927001953,2020,6.64,12.37,3.49,22.5,2020-12-31,30.3033332824707,29.8866672515869,29.9866676330566,30.25,9063600,29.8241519927978,2020,0.24622360281928735
299,CSX,2021,5.49,9.3,3.61,18.41,2021-01-04,30.3466663360595,29.1299991607666,30.2199993133544,29.329999923706,15560700,28.917100906372,2021,5.49,9.3,3.61,18.41,2021-12-31,37.8199996948242,37.1599998474121,37.2599983215332,37.599998474121,6413400,37.4880943298339,2021,0.2442091108025054
300,CSX,2022,510.0,310.0,325.0,1145.0,2022-01-03,37.7400016784668,36.849998474121,37.4599990844726,37.0800018310546,8722400,36.9696464538574,2022,7.45,9.19,3.55,20.2,2022-04-14,35.1899986267089,34.8600006103515,34.9000015258789,35.060001373291,12726600,35.060001373291,2022,-0.06406828002770593
301,CTAS,2020,5.48,12.45,7.48,25.41,2020-01-02,270.829986572265,266.579986572265,269.859985351562,270.790008544921,544200,264.909240722656,2020,5.48,12.45,7.48,25.41,2020-12-31,354.0,348.899993896484,350.510009765625,353.459991455078,279500,349.419219970703,2020,0.3097903010503967
302,CTAS,2021,5.09,11.31,7.3,23.7,2021-01-04,354.739990234375,342.299987792968,353.940002441406,343.600006103515,850100,339.671966552734,2021,5.09,11.31,7.3,23.7,2021-12-31,445.08999633789,437.850006103515,437.850006103515,443.170013427734,319700,442.048919677734,2021,0.25210490583386314
303,CTAS,2022,500.0,300.0,300.0,1100.0,2022-01-03,442.670013427734,423.019989013671,442.33999633789,424.08999633789,642500,423.017150878906,2022,4.1,9.46,6.99,20.54,2022-04-14,423.470001220703,412.899993896484,421.549987792968,413.670013427734,345800,413.670013427734,2022,-0.06481435806735392
304,CTLT,2022,483.0,303.0,305.0,1091.0,2022-01-03,128.259994506835,123.51000213623,128.029998779296,124.489997863769,800600,124.489997863769,2022,483.0,303.0,305.0,1091.0,2022-04-14,100.51000213623,96.6800003051757,100.51000213623,97.3199996948242,1472800,97.3199996948242,2022,-0.23986565162287551
305,CTRA,2022,555.0,329.0,310.0,1194.0,2022-01-03,19.6700000762939,18.829999923706,18.8999996185302,19.5699996948242,11221300,19.140396118164,2022,23.42,14.01,9.07,46.51,2022-04-14,29.6299991607666,28.7399997711181,29.2000007629394,29.4200000762939,11122100,29.4200000762939,2022,0.5566137920685214
